?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ZP_0007195>	"Abnormal(ly) flattened (of) midbrain of dorsal region."	
<http://purl.obolibrary.org/obo/ZP_0005399>	"Abnormal(ly) aplastic (of) posterior macula."	
<http://purl.obolibrary.org/obo/ZP_0128052>		
<http://purl.obolibrary.org/obo/CHEBI_52575>	"A glycerol ether having at least one alkyl substituent on oxygen."	
<http://purl.obolibrary.org/obo/ZP_0145674>	"A decrease in the level of ornithine in whole organism."	
<http://purl.obolibrary.org/obo/ZP_0007485>	"Decreased or loss of pigmentation of retina."	
<http://purl.obolibrary.org/obo/ZP_0002634>	"Abnormal(ly) increased angle to (of) ceratohyal cartilage (basihyal cartilage)."	
<http://purl.obolibrary.org/obo/ZP_0146234>	"Abnormal(ly) shape (of) pronephros of motile cilium."	
<http://purl.obolibrary.org/obo/ZP_0144900>	"Abnormal(ly) mislocalised (of) inner ear."	
<http://purl.obolibrary.org/obo/ZP_0010523>	"Abnormal Wnt signaling pathway."	
<http://purl.obolibrary.org/obo/ZP_0142490>	"Abnormal(ly) decreased amount (of) head of retinyl ester."	
<http://purl.obolibrary.org/obo/ZP_0147489>	"Abnormal(ly) malformed (of) intestinal epithelial cell of mitochondrion."	
<http://purl.obolibrary.org/obo/ZP_0007591>	"Abnormal(ly) rough (of) ventral fin fold."	
<http://purl.obolibrary.org/obo/ZP_0109266>	"Abnormal(ly) quality (of) gamete."	
<http://purl.obolibrary.org/obo/GO_0033339>		
<http://purl.obolibrary.org/obo/ZP_0010123>	"Abnormal(ly) vacuolated (of) tail bud."	
<http://purl.obolibrary.org/obo/CHEBI_58104>	"Trianion of nucleoside triphosphate arising from deprotonation of three of the four free triphosphate OH groups."	
<http://purl.obolibrary.org/obo/ZP_0007798>	"Abnormal(ly) decreased process quality (of) light adaption."	
<http://purl.obolibrary.org/obo/ZP_0004462>	"An abnormally formed/malformed somite 6."	
<http://purl.obolibrary.org/obo/ZP_0021043>	"The presence of a reduced number of vasculature."	
<http://purl.obolibrary.org/obo/ZP_0127954>		
<http://purl.obolibrary.org/obo/ZP_0016457>	"The presence of a reduced number of chondrocyte in the pharyngeal arch 2."	
<http://purl.obolibrary.org/obo/ZP_0102871>	"Abnormal(ly) increased width (of) eye."	
<http://purl.obolibrary.org/obo/ZP_0019983>	"Abnormal(ly) decreased amount (of) otolithic lymph vessel of endothelial cell."	
<http://purl.obolibrary.org/obo/ZP_0021635>	"Abnormal(ly) decreased rate (of) swim bladder development."	
<http://purl.obolibrary.org/obo/ZP_0005507>	"Abnormal(ly) increased occurrence (of) cerebellar granule cell precursor proliferation."	
<http://purl.obolibrary.org/obo/ZP_0106150>	"Abnormal(ly) decreased amount (of) rhombomere 2."	
<http://purl.obolibrary.org/obo/ZP_0021706>	"A morphological abnormality of the glial cell in the spinal cord."	
<http://purl.obolibrary.org/obo/ZP_0000620>	"Abnormal(ly) mislocalised medially (of) eye."	
<http://purl.obolibrary.org/obo/GO_0071393>		
<http://purl.obolibrary.org/obo/ZP_0128053>		
<http://purl.obolibrary.org/obo/ZP_0022806>		
<http://purl.obolibrary.org/obo/ZP_0003784>	"skinny or decreased width of the anterior neural tube."	
<http://purl.obolibrary.org/obo/ZP_0019198>	"An increased occurrence of cell population proliferation in spinal cord."	
<http://purl.obolibrary.org/obo/ZP_0153572>	"Abnormal(ly) process quality (of) pharyngeal arch 3-7 of chromatin remodeling."	
<http://purl.obolibrary.org/obo/ZP_0109517>	"Abnormality of nasal capsule."	
<http://purl.obolibrary.org/obo/ZP_0145347>	"Abnormal(ly) decreased weight (of) brain."	
<http://purl.obolibrary.org/obo/ZP_0002334>	"Abnormal(ly) paedomorphic growth (of) exocrine pancreas development."	
<http://purl.obolibrary.org/obo/ZP_0103039>	"Abnormal(ly) decreased amount (of) female organism of hypophysis."	
<http://purl.obolibrary.org/obo/ZP_0003547>	"A malformed ethmoid cartilage."	
<http://purl.obolibrary.org/obo/ZP_0137878>	"Abnormal(ly) broken (of) outer limiting membrane."	
<http://purl.obolibrary.org/obo/ZP_0127951>		
<http://purl.obolibrary.org/obo/ZP_0128050>		
<http://purl.obolibrary.org/obo/ZP_0012348>	"Any structural anomaly that causes iridophore to be ridged shaped."	
<http://purl.obolibrary.org/obo/ZP_0108716>	"Abnormal(ly) quality (of) midbrain hindbrain boundary neural tube."	
<http://purl.obolibrary.org/obo/ZP_0100486>	"Decreased qualitatively water transport."	
<http://purl.obolibrary.org/obo/ZP_0130948>	"Abnormal(ly) has extra parts of type (of) scale of ventral region (iridophore)."	
<http://purl.obolibrary.org/obo/CHEBI_15553>	"A prostaglandins F<small><sub>α</sub></small> that is prosta-5,13-dien-1-oic acid substituted by hydroxy groups at positions 9, 11 and 15. It is a naturally occurring prostaglandin used to induce labor."	
<http://purl.obolibrary.org/obo/ZP_0000579>	"Abnormal(ly) bifurcated (of) notochord."	
<http://purl.obolibrary.org/obo/ZP_0001385>	"Abnormal(ly) displaced to (of) Rohon-Beard neuron (spinal cord of axis)."	
<http://purl.obolibrary.org/obo/CHEBI_83481>		
<http://purl.obolibrary.org/obo/ZP_0011331>	"Any structural anomaly that causes gut to be shape shaped."	
<http://purl.obolibrary.org/obo/ZP_0019027>	"Abnormal(ly) disoriented (of) fertilized egg of microtubule."	
<http://purl.obolibrary.org/obo/ZP_0153729>	"Abnormal(ly) structure (of) yolk syncytial layer."	
<http://purl.obolibrary.org/obo/ZP_0103779>	"The presence of a reduced number of medulla oblongata."	
<http://purl.obolibrary.org/obo/ZP_0148017>	"Abnormal(ly) malformed (of) photoreceptor outer segment layer of photoreceptor disc membrane."	
<http://purl.obolibrary.org/obo/ZP_0104127>	"The presence of a reduced number of regenerating tissue in the heart."	
<http://purl.obolibrary.org/obo/GO_0061548>		
<http://purl.obolibrary.org/obo/ZP_0014448>	"Abnormal(ly) inflated (of) swim bladder."	
<http://purl.obolibrary.org/obo/GO_0001067>		
<http://purl.obolibrary.org/obo/ZP_0142983>	"Abnormal(ly) increased amount (of) dorsal nucleus of ventral telencephalon."	
<http://purl.obolibrary.org/obo/ZP_0141159>	"Abnormal(ly) increased amount (of) epidermal stem cell."	
<http://purl.obolibrary.org/obo/ZP_0156277>	"Abnormal(ly) erose (of) short double cone cell of cone photoreceptor outer segment."	
<http://purl.obolibrary.org/obo/ZP_0145527>	"Abnormal(ly) irregularly shaped (of) trigeminal ganglion."	
<http://purl.obolibrary.org/obo/ZP_0019304>	"The presence of a reduced number of rhombomere 5."	
<http://purl.obolibrary.org/obo/ZP_0128051>		
<http://purl.obolibrary.org/obo/ZP_0015741>	"Abnormal(ly) has fewer parts of type (of) pelvic fin skeleton (lepidotrichium)."	
<http://purl.obolibrary.org/obo/ZP_0147485>	"Abnormal(ly) increased amount (of) intestinal epithelial cell of nucleus."	
<http://purl.obolibrary.org/obo/GO_0005861>		
<http://purl.obolibrary.org/obo/ZP_0001890>	"Abnormal(ly) absent (of) posterior lateral line nerve of myelin sheath."	
<http://purl.obolibrary.org/obo/ZP_0127952>		
<http://purl.obolibrary.org/obo/ZP_0016922>		
<http://purl.obolibrary.org/obo/ZP_0148703>	"Abnormal(ly) normal amount (of) retinal ganglion cell layer of macrophage."	
<http://purl.obolibrary.org/obo/ZP_0014891>	"The presence of a reduced number of chondrocyte."	
<http://purl.obolibrary.org/obo/ZP_0003764>	"Abnormal(ly) disrupted (of) cell differentiation in hindbrain."	
<http://purl.obolibrary.org/obo/ZP_0128056>		
<http://purl.obolibrary.org/obo/ZP_0102649>	"Abnormal(ly) morphology (of) quadrate."	
<http://purl.obolibrary.org/obo/GO_0030832>		
<http://purl.obolibrary.org/obo/ZP_0151882>	"Abnormal(ly) decreased process quality (of) regulation of endothelial cell-matrix adhesion."	
<http://purl.obolibrary.org/obo/ZFA_0001609>		
<http://purl.obolibrary.org/obo/ZP_0138305>	"Decreased qualitatively skeletal muscle tissue regeneration."	
<http://purl.obolibrary.org/obo/ZP_0005076>	"Abnormal(ly) disorganized (of) neural keel of neuroepithelial cell."	
<http://purl.obolibrary.org/obo/GO_0061549>		
<http://purl.obolibrary.org/obo/ZP_0148538>	"Abnormal(ly) morphology (of) anterior chamber swim bladder."	
<http://purl.obolibrary.org/obo/GO_0035725>		
<http://purl.obolibrary.org/obo/ZP_0102767>	"A decreased occurrence of cardioblast migration to the midline involved in heart field formation in endocardial precursor."	
<http://purl.obolibrary.org/obo/GO_0048903>		
<http://purl.obolibrary.org/obo/ZP_0141993>	"Any structural anomaly that causes there to be an abnormal number microglial cell in brain."	
<http://purl.obolibrary.org/obo/ZP_0107997>	"Abnormal(ly) quality (of) pectoral fin radial."	
<http://purl.obolibrary.org/obo/ZP_0010964>	"Abnormal(ly) deformed (of) muscle cell."	
<http://purl.obolibrary.org/obo/ZP_0004637>	"The presence of a reduced number of hematopoietic stem cell in the dorsal aorta."	
<http://purl.obolibrary.org/obo/ZP_0102340>	"An abnormally concave trunk which forms or resembles an arch."	
<http://purl.obolibrary.org/obo/ZP_0147749>	"Abnormal(ly) process quality (of) ventricular myocardium of Notch signaling pathway."	
<http://purl.obolibrary.org/obo/ZFA_0005565>		
<http://purl.obolibrary.org/obo/ZP_0127957>		
<http://purl.obolibrary.org/obo/ZP_0144495>	"Abnormal(ly) normal amount (of) ovarian follicle stage III."	
<http://purl.obolibrary.org/obo/ZP_0018014>	"Increased qualitatively cell population proliferation in caudal fin."	
<http://purl.obolibrary.org/obo/ZP_0014132>	"Abnormal(ly) structure (of) myotome of myofibril."	
<http://purl.obolibrary.org/obo/ZP_0019444>	"Abnormal(ly) absent (of) ovarian follicle stage IV."	
<http://purl.obolibrary.org/obo/ZP_0021874>	"Abnormal(ly) premature (of) camera-type eye development."	
<http://purl.obolibrary.org/obo/ZP_0106768>	"Abnormal(ly) increased distribution (of) eye of ventral region."	
<http://purl.obolibrary.org/obo/ZP_0149196>	"A decreased occurrence of dendrite self-avoidance in Rohon-Beard neuron."	
<http://purl.obolibrary.org/obo/ZP_0012830>	"Abnormal(ly) normal amount (of) endocrine pancreas of peptide hormone secreting cell."	
<http://purl.obolibrary.org/obo/ZP_0147768>	"Abnormal(ly) decreased process quality (of) neuroepithelial cell of receptor-mediated endocytosis."	
<http://purl.obolibrary.org/obo/ZP_0101749>	"Absence of the myelinating Schwann cell in the lateral line."	
<http://purl.obolibrary.org/obo/ZP_0146013>	"Abnormal(ly) decreased process quality (of) skeletal muscle satellite cell of cell division."	
<http://purl.obolibrary.org/obo/ZP_0014067>	"Abnormal(ly) adjacent to (of) trigeminal motor nucleus (trigeminal motor nucleus)."	
<http://purl.obolibrary.org/obo/ZP_0009939>	"Abnormal(ly) aplastic (of) ventricular endocardium of epithelium."	
<http://purl.obolibrary.org/obo/ZP_0128057>		
<http://purl.obolibrary.org/obo/ZP_0145996>	"Abnormal(ly) increased occurrence (of) caudal hematopoietic tissue of erythrocyte differentiation."	
<http://purl.obolibrary.org/obo/ZP_0022801>		
<http://purl.obolibrary.org/obo/ZP_0001712>	"Abnormal(ly) physical object quality (of) pharyngeal arch 3-7."	
<http://purl.obolibrary.org/obo/ZP_0019566>	"Abnormal(ly) increased amount (of) palatoquadrate cartilage."	
<http://purl.obolibrary.org/obo/ZP_0106532>	"Arrested heart looping in heart."	
<http://purl.obolibrary.org/obo/ZFA_0001608>		
<http://purl.obolibrary.org/obo/ZP_0001336>	"Abnormal(ly) truncated (of) whole organism."	
<http://purl.obolibrary.org/obo/ZP_0146063>	"Abnormal(ly) decreased process quality (of) pancreas of determination of pancreatic left/right asymmetry."	
<http://purl.obolibrary.org/obo/ZP_0108354>	"Abnormal(ly) quality (of) bony plate."	
<http://purl.obolibrary.org/obo/ZP_0005261>	"An abnormal reduction in the size of the basibranchial."	
<http://purl.obolibrary.org/obo/ZP_0021585>	"Abnormal(ly) increased amount (of) liver of cholesterol storage."	
<http://purl.obolibrary.org/obo/ZP_0127958>		
<http://purl.obolibrary.org/obo/ZFA_0005564>		
<http://purl.obolibrary.org/obo/ZP_0004598>	"Abnormal(ly) aplastic/hypoplastic (of) Meckel's cartilage."	
<http://purl.obolibrary.org/obo/ZP_0147706>	"The presence of an increased number of cell in the atrium."	
<http://purl.obolibrary.org/obo/ZP_0002008>	"Any unspecified morphological anomaly of the gut, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/ZP_0007498>	"Any structural anomaly that causes posterior lateral line to be truncated shaped."	
<http://purl.obolibrary.org/obo/ZP_0020405>		
<http://purl.obolibrary.org/obo/PATO_0000718>		
<http://purl.obolibrary.org/obo/ZP_0145641>	"Decreased qualitatively regulation of cerebellar granule cell precursor proliferation in cerebellum."	
<http://purl.obolibrary.org/obo/ZP_0009615>	"Delayed striated muscle cell differentiation."	
<http://purl.obolibrary.org/obo/ZP_0149421>	"Abnormal(ly) increased process quality (of) hindbrain of glial cell differentiation."	
<http://purl.obolibrary.org/obo/ZP_0107783>	"Abnormal(ly) quality (of) lateral wall neural tube."	
<http://purl.obolibrary.org/obo/ZP_0145594>	"Increased qualitatively innervation in cardiac ventricle."	
<http://purl.obolibrary.org/obo/ZP_0015223>	"Abnormal(ly) differentiated (of) retinal ganglion cell."	
<http://purl.obolibrary.org/obo/ZP_0005057>	"Abnormal(ly) irregular spatial pattern (of) supraintestinal artery."	
<http://purl.obolibrary.org/obo/ZP_0001608>	"An increase in the size of the retina."	
<http://purl.obolibrary.org/obo/ZP_0004282>	"Abnormal(ly) mislocalised (of) caudal commissure of axon."	
<http://purl.obolibrary.org/obo/GO_0000959>		
<http://purl.obolibrary.org/obo/ZP_0002189>	"Abnormal(ly) decreased length (of) facial nerve motor nucleus of axon."	
<http://purl.obolibrary.org/obo/ZFA_0001607>		
<http://purl.obolibrary.org/obo/ZP_0152792>	"Abnormal(ly) normal process quality (of) common cardinal vein of regulation of receptor-mediated endocytosis."	
<http://purl.obolibrary.org/obo/ZP_0013737>	"Abnormal(ly) process quality (of) establishment or maintenance of cell polarity."	
<http://purl.obolibrary.org/obo/ZP_0008003>	"Abnormal(ly) aplastic/hypoplastic (of) T cell."	
<http://purl.obolibrary.org/obo/ZP_0000007>	"Abnormal(ly) disrupted (of) blood vessel morphogenesis."	
<http://purl.obolibrary.org/obo/ZP_0152217>	"Abnormal(ly) decreased process quality (of) chondrocranium cartilage of cartilage morphogenesis."	
<http://purl.obolibrary.org/obo/ZP_0018555>	"An abnormally localised retinal outer nuclear layer."	
<http://purl.obolibrary.org/obo/ZP_0108360>	"Abnormal(ly) quality (of) lateral valvula cerebelli."	
<http://purl.obolibrary.org/obo/PATO_0002278>		
<http://purl.obolibrary.org/obo/ZP_0127955>		
<http://purl.obolibrary.org/obo/ZP_0005824>	"The presence of a reduced number of oligodendrocyte in the hindbrain."	
<http://purl.obolibrary.org/obo/ZFA_0005567>		
<http://purl.obolibrary.org/obo/ZP_0005234>	"Abnormal(ly) aplastic (of) pharyngeal pouch."	
<http://purl.obolibrary.org/obo/ZP_0146860>	"Abnormal(ly) increased process quality (of) optic tectum of excitatory postsynaptic potential."	
<http://purl.obolibrary.org/obo/GO_0097730>		
<http://purl.obolibrary.org/obo/ZP_0154060>	"Abnormal(ly) increased concentration (of) male organism (male organism of manganese(2+))."	
<http://purl.obolibrary.org/obo/ZP_0149873>	"Abnormal(ly) shape (of) neurocranial trabecula."	
<http://purl.obolibrary.org/obo/ZP_0128054>		
<http://purl.obolibrary.org/obo/ZP_0020570>	"Abnormal(ly) decreased process quality (of) CaP motoneuron of synaptic vesicle exocytosis."	
<http://purl.obolibrary.org/obo/ZP_0012336>	"Abnormal(ly) disrupted (of) sensory perception of sound."	
<http://purl.obolibrary.org/obo/ZP_0009040>	"Abnormal(ly) degenerate (of) male organism of liver."	
<http://purl.obolibrary.org/obo/GO_0008358>		
<http://purl.obolibrary.org/obo/ZP_0140913>	"An abnormal level of testosterone in the female organism."	
<http://purl.obolibrary.org/obo/GO_0030833>		
<http://purl.obolibrary.org/obo/ZP_0013171>	"Abnormal(ly) proliferative (of) cranial neural crest cell."	
<http://purl.obolibrary.org/obo/ZFA_0001606>		
<http://purl.obolibrary.org/obo/ZP_0006454>	"An abnormally formed/malformed trunk."	
<http://purl.obolibrary.org/obo/ZP_0001971>	"Abnormal(ly) absent (of) pharyngeal arch 6 skeleton."	
<http://purl.obolibrary.org/obo/ZP_0004240>	"Abnormal(ly) malformed (of) slow muscle cell of Z disc."	
<http://purl.obolibrary.org/obo/ZP_0007759>	"Abnormal(ly) morphology (of) pharyngeal arch of mesenchyme."	
<http://purl.obolibrary.org/obo/CHEBI_50267>	"Synthetic or natural substance which is given to prevent a disease or disorder or are used in the process of treating a disease or injury due to a poisonous agent."	
<http://purl.obolibrary.org/obo/ZP_0100201>	"Abnormal(ly) decreased length (of) cell of chromosome, telomeric region."	
<http://purl.obolibrary.org/obo/ZP_0016315>	"Abnormal(ly) neoplastic (of) testis of germ cell tumor."	
<http://purl.obolibrary.org/obo/ZP_0143960>	"A decrease in the level of phosphatidylinositol in liver."	
<http://purl.obolibrary.org/obo/ZP_0103131>	"Abnormal(ly) increased amount (of) whole organism of 21-deoxycortisol."	
<http://purl.obolibrary.org/obo/ZP_0012918>	"An abnormal location of ectoderm."	
<http://purl.obolibrary.org/obo/ZFA_0005566>		
<http://purl.obolibrary.org/obo/ZP_0100921>	"Absence of midbrain hindbrain boundary neural keel."	
<http://purl.obolibrary.org/obo/ZFA_0001605>		
<http://purl.obolibrary.org/obo/ZP_0003944>	"Abnormal(ly) distended (of) pronephric capsular space."	
